time, fuel, x, y, velocity_x, velocity_y, acceleration_x, acceleration_y, gravChange
160.6, 0.0 , 404405.00, 279075.38, 4928.88, 3391.54, 0.00, -8.99, 8.99
160.7, 0.0 , 404897.88, 279414.44, 4928.88, 3390.64, 0.00, -8.99, 8.99
160.8, 0.0 , 405390.75, 279753.41, 4928.88, 3389.74, 0.00, -8.99, 8.99
160.9, 0.0 , 405883.62, 280092.28, 4928.88, 3388.84, 0.00, -8.99, 8.99
161.0, 0.0 , 406376.50, 280431.06, 4928.88, 3387.94, 0.00, -8.99, 8.99
161.1, 0.0 , 406869.38, 280769.78, 4928.88, 3387.04, 0.00, -8.99, 8.99
161.2, 0.0 , 407362.25, 281108.41, 4928.88, 3386.14, 0.00, -8.99, 8.99
161.3, 0.0 , 407855.12, 281446.94, 4928.88, 3385.25, 0.00, -8.99, 8.99
161.4, 0.0 , 408348.00, 281785.38, 4928.88, 3384.35, 0.00, -8.99, 8.99
161.5, 0.0 , 408840.88, 282123.72, 4928.88, 3383.45, 0.00, -8.99, 8.99
161.6, 0.0 , 409333.75, 282461.97, 4928.88, 3382.55, 0.00, -8.99, 8.99
161.7, 0.0 , 409826.62, 282800.12, 4928.88, 3381.65, 0.00, -8.98, 8.98
161.8, 0.0 , 410319.50, 283138.19, 4928.88, 3380.75, 0.00, -8.98, 8.98
161.9, 0.0 , 410812.38, 283476.19, 4928.88, 3379.85, 0.00, -8.98, 8.98
162.0, 0.0 , 411305.25, 283814.09, 4928.88, 3378.96, 0.00, -8.98, 8.98
162.1, 0.0 , 411798.12, 284151.91, 4928.88, 3378.06, 0.00, -8.98, 8.98
162.2, 0.0 , 412291.00, 284489.62, 4928.88, 3377.16, 0.00, -8.98, 8.98
162.3, 0.0 , 412783.88, 284827.25, 4928.88, 3376.26, 0.00, -8.98, 8.98
162.4, 0.0 , 413276.75, 285164.78, 4928.88, 3375.36, 0.00, -8.98, 8.98
162.5, 0.0 , 413769.62, 285502.22, 4928.88, 3374.47, 0.00, -8.98, 8.98
162.6, 0.0 , 414262.50, 285839.56, 4928.88, 3373.57, 0.00, -8.98, 8.98
162.7, 0.0 , 414755.38, 286176.84, 4928.88, 3372.67, 0.00, -8.98, 8.98
162.8, 0.0 , 415248.25, 286514.03, 4928.88, 3371.77, 0.00, -8.97, 8.97
162.9, 0.0 , 415741.12, 286851.12, 4928.88, 3370.88, 0.00, -8.97, 8.97
163.0, 0.0 , 416234.00, 287188.12, 4928.88, 3369.98, 0.00, -8.97, 8.97
163.1, 0.0 , 416726.88, 287525.03, 4928.88, 3369.08, 0.00, -8.97, 8.97
163.2, 0.0 , 417219.75, 287861.84, 4928.88, 3368.19, 0.00, -8.97, 8.97
163.3, 0.0 , 417712.62, 288198.56, 4928.88, 3367.29, 0.00, -8.97, 8.97
163.4, 0.0 , 418205.50, 288535.19, 4928.88, 3366.39, 0.00, -8.97, 8.97
163.5, 0.0 , 418698.38, 288871.75, 4928.88, 3365.49, 0.00, -8.97, 8.97
163.6, 0.0 , 419191.25, 289208.22, 4928.88, 3364.60, 0.00, -8.97, 8.97
163.7, 0.0 , 419684.12, 289544.59, 4928.88, 3363.70, 0.00, -8.97, 8.97
163.8, 0.0 , 420177.00, 289880.88, 4928.88, 3362.80, 0.00, -8.97, 8.97
163.9, 0.0 , 420669.88, 290217.06, 4928.88, 3361.91, 0.00, -8.96, 8.96
164.0, 0.0 , 421162.75, 290553.16, 4928.88, 3361.01, 0.00, -8.96, 8.96
164.1, 0.0 , 421655.62, 290889.16, 4928.88, 3360.12, 0.00, -8.96, 8.96
164.2, 0.0 , 422148.50, 291225.09, 4928.88, 3359.22, 0.00, -8.96, 8.96
164.3, 0.0 , 422641.38, 291560.94, 4928.88, 3358.32, 0.00, -8.96, 8.96
164.4, 0.0 , 423134.25, 291896.69, 4928.88, 3357.43, 0.00, -8.96, 8.96
164.5, 0.0 , 423627.12, 292232.34, 4928.88, 3356.53, 0.00, -8.96, 8.96
164.6, 0.0 , 424120.00, 292567.91, 4928.88, 3355.64, 0.00, -8.96, 8.96
164.7, 0.0 , 424612.88, 292903.38, 4928.88, 3354.74, 0.00, -8.96, 8.96
164.8, 0.0 , 425105.75, 293238.75, 4928.88, 3353.84, 0.00, -8.96, 8.96
164.9, 0.0 , 425598.62, 293574.03, 4928.88, 3352.95, 0.00, -8.96, 8.96
165.0, 0.0 , 426091.50, 293909.25, 4928.88, 3352.05, 0.00, -8.95, 8.95
165.1, 0.0 , 426584.38, 294244.38, 4928.88, 3351.16, 0.00, -8.95, 8.95
165.2, 0.0 , 427077.25, 294579.41, 4928.88, 3350.26, 0.00, -8.95, 8.95
165.3, 0.0 , 427570.12, 294914.34, 4928.88, 3349.37, 0.00, -8.95, 8.95
165.4, 0.0 , 428063.00, 295249.19, 4928.88, 3348.47, 0.00, -8.95, 8.95
165.5, 0.0 , 428555.88, 295583.94, 4928.88, 3347.58, 0.00, -8.95, 8.95
165.6, 0.0 , 429048.75, 295918.59, 4928.88, 3346.68, 0.00, -8.95, 8.95
165.7, 0.0 , 429541.62, 296253.19, 4928.88, 3345.79, 0.00, -8.95, 8.95
165.8, 0.0 , 430034.50, 296587.69, 4928.88, 3344.89, 0.00, -8.95, 8.95
165.9, 0.0 , 430527.38, 296922.09, 4928.88, 3344.00, 0.00, -8.95, 8.95
166.0, 0.0 , 431020.25, 297256.41, 4928.88, 3343.10, 0.00, -8.95, 8.95
166.1, 0.0 , 431513.12, 297590.62, 4928.88, 3342.21, 0.00, -8.94, 8.94
166.2, 0.0 , 432006.00, 297924.75, 4928.88, 3341.31, 0.00, -8.94, 8.94
166.3, 0.0 , 432498.88, 298258.78, 4928.88, 3340.42, 0.00, -8.94, 8.94
166.4, 0.0 , 432991.75, 298592.72, 4928.88, 3339.53, 0.00, -8.94, 8.94
166.5, 0.0 , 433484.62, 298926.59, 4928.88, 3338.63, 0.00, -8.94, 8.94
166.6, 0.0 , 433977.50, 299260.38, 4928.88, 3337.74, 0.00, -8.94, 8.94
166.7, 0.0 , 434470.38, 299594.06, 4928.88, 3336.84, 0.00, -8.94, 8.94
166.8, 0.0 , 434963.25, 299927.66, 4928.88, 3335.95, 0.00, -8.94, 8.94
166.9, 0.0 , 435456.12, 300261.16, 4928.88, 3335.06, 0.00, -8.94, 8.94
167.0, 0.0 , 435949.00, 300594.56, 4928.88, 3334.16, 0.00, -8.94, 8.94
167.1, 0.0 , 436441.88, 300927.88, 4928.88, 3333.27, 0.00, -8.94, 8.94
167.2, 0.0 , 436934.75, 301261.12, 4928.88, 3332.38, 0.00, -8.93, 8.93
167.3, 0.0 , 437427.62, 301594.28, 4928.88, 3331.48, 0.00, -8.93, 8.93
167.4, 0.0 , 437920.50, 301927.34, 4928.88, 3330.59, 0.00, -8.93, 8.93
167.5, 0.0 , 438413.38, 302260.31, 4928.88, 3329.70, 0.00, -8.93, 8.93
167.6, 0.0 , 438906.25, 302593.19, 4928.88, 3328.80, 0.00, -8.93, 8.93
167.7, 0.0 , 439399.12, 302925.97, 4928.88, 3327.91, 0.00, -8.93, 8.93
167.8, 0.0 , 439892.00, 303258.66, 4928.88, 3327.02, 0.00, -8.93, 8.93
167.9, 0.0 , 440384.88, 303591.28, 4928.88, 3326.12, 0.00, -8.93, 8.93
168.0, 0.0 , 440877.75, 303923.81, 4928.88, 3325.23, 0.00, -8.93, 8.93
168.1, 0.0 , 441370.62, 304256.25, 4928.88, 3324.34, 0.00, -8.93, 8.93
168.2, 0.0 , 441863.50, 304588.59, 4928.88, 3323.45, 0.00, -8.93, 8.93
168.3, 0.0 , 442356.38, 304920.84, 4928.88, 3322.55, 0.00, -8.93, 8.93
168.4, 0.0 , 442849.25, 305253.00, 4928.88, 3321.66, 0.00, -8.92, 8.92
168.5, 0.0 , 443342.12, 305585.06, 4928.88, 3320.77, 0.00, -8.92, 8.92
168.6, 0.0 , 443835.00, 305917.06, 4928.88, 3319.88, 0.00, -8.92, 8.92
168.7, 0.0 , 444327.88, 306248.97, 4928.88, 3318.98, 0.00, -8.92, 8.92
168.8, 0.0 , 444820.75, 306580.78, 4928.88, 3318.09, 0.00, -8.92, 8.92
168.9, 0.0 , 445313.62, 306912.50, 4928.88, 3317.20, 0.00, -8.92, 8.92
169.0, 0.0 , 445806.50, 307244.12, 4928.88, 3316.31, 0.00, -8.92, 8.92
169.1, 0.0 , 446299.38, 307575.66, 4928.88, 3315.42, 0.00, -8.92, 8.92
169.2, 0.0 , 446792.25, 307907.09, 4928.88, 3314.52, 0.00, -8.92, 8.92
169.3, 0.0 , 447285.12, 308238.47, 4928.88, 3313.63, 0.00, -8.92, 8.92
169.4, 0.0 , 447778.00, 308569.75, 4928.88, 3312.74, 0.00, -8.92, 8.92
169.5, 0.0 , 448270.88, 308900.94, 4928.88, 3311.85, 0.00, -8.91, 8.91
169.6, 0.0 , 448763.75, 309232.03, 4928.88, 3310.96, 0.00, -8.91, 8.91
169.7, 0.0 , 449256.62, 309563.03, 4928.88, 3310.07, 0.00, -8.91, 8.91
169.8, 0.0 , 449749.50, 309893.94, 4928.88, 3309.18, 0.00, -8.91, 8.91
169.9, 0.0 , 450242.38, 310224.78, 4928.88, 3308.29, 0.00, -8.91, 8.91
170.0, 0.0 , 450735.25, 310555.53, 4928.88, 3307.39, 0.00, -8.91, 8.91
170.1, 0.0 , 451228.12, 310886.19, 4928.88, 3306.50, 0.00, -8.91, 8.91
170.2, 0.0 , 451721.00, 311216.75, 4928.88, 3305.61, 0.00, -8.91, 8.91
170.3, 0.0 , 452213.88, 311547.22, 4928.88, 3304.72, 0.00, -8.91, 8.91
170.4, 0.0 , 452706.75, 311877.59, 4928.88, 3303.83, 0.00, -8.91, 8.91
170.5, 0.0 , 453199.62, 312207.88, 4928.88, 3302.94, 0.00, -8.91, 8.91
170.6, 0.0 , 453692.50, 312538.09, 4928.88, 3302.05, 0.00, -8.90, 8.90
170.7, 0.0 , 454185.38, 312868.22, 4928.88, 3301.16, 0.00, -8.90, 8.90
170.8, 0.0 , 454678.25, 313198.25, 4928.88, 3300.27, 0.00, -8.90, 8.90
170.9, 0.0 , 455171.12, 313528.19, 4928.88, 3299.38, 0.00, -8.90, 8.90
171.0, 0.0 , 455664.00, 313858.03, 4928.88, 3298.49, 0.00, -8.90, 8.90
171.1, 0.0 , 456156.88, 314187.78, 4928.88, 3297.60, 0.00, -8.90, 8.90
171.2, 0.0 , 456649.75, 314517.44, 4928.88, 3296.71, 0.00, -8.90, 8.90
171.3, 0.0 , 457142.62, 314847.03, 4928.88, 3295.82, 0.00, -8.90, 8.90
171.4, 0.0 , 457635.50, 315176.53, 4928.88, 3294.93, 0.00, -8.90, 8.90
171.5, 0.0 , 458128.38, 315505.94, 4928.88, 3294.04, 0.00, -8.90, 8.90
171.6, 0.0 , 458621.25, 315835.25, 4928.88, 3293.15, 0.00, -8.90, 8.90
171.7, 0.0 , 459114.12, 316164.47, 4928.88, 3292.26, 0.00, -8.90, 8.90
171.8, 0.0 , 459607.00, 316493.59, 4928.88, 3291.37, 0.00, -8.89, 8.89
171.9, 0.0 , 460099.88, 316822.66, 4928.88, 3290.48, 0.00, -8.89, 8.89
172.0, 0.0 , 460592.75, 317151.62, 4928.88, 3289.59, 0.00, -8.89, 8.89
172.1, 0.0 , 461085.62, 317480.50, 4928.88, 3288.70, 0.00, -8.89, 8.89
172.2, 0.0 , 461578.50, 317809.28, 4928.88, 3287.81, 0.00, -8.89, 8.89
172.3, 0.0 , 462071.38, 318137.97, 4928.88, 3286.93, 0.00, -8.89, 8.89
172.4, 0.0 , 462564.25, 318466.56, 4928.88, 3286.04, 0.00, -8.89, 8.89
172.5, 0.0 , 463057.12, 318795.06, 4928.88, 3285.15, 0.00, -8.89, 8.89
172.6, 0.0 , 463550.00, 319123.50, 4928.88, 3284.26, 0.00, -8.89, 8.89
172.7, 0.0 , 464042.88, 319451.84, 4928.88, 3283.37, 0.00, -8.89, 8.89
172.8, 0.0 , 464535.75, 319780.09, 4928.88, 3282.48, 0.00, -8.89, 8.89
172.9, 0.0 , 465028.62, 320108.25, 4928.88, 3281.59, 0.00, -8.88, 8.88
173.0, 0.0 , 465521.50, 320436.31, 4928.88, 3280.70, 0.00, -8.88, 8.88
173.1, 0.0 , 466014.38, 320764.28, 4928.88, 3279.82, 0.00, -8.88, 8.88
173.2, 0.0 , 466507.25, 321092.19, 4928.88, 3278.93, 0.00, -8.88, 8.88
173.3, 0.0 , 467000.12, 321420.00, 4928.88, 3278.04, 0.00, -8.88, 8.88
173.4, 0.0 , 467493.00, 321747.72, 4928.88, 3277.15, 0.00, -8.88, 8.88
173.5, 0.0 , 467985.88, 322075.34, 4928.88, 3276.26, 0.00, -8.88, 8.88
173.6, 0.0 , 468478.75, 322402.88, 4928.88, 3275.38, 0.00, -8.88, 8.88
173.7, 0.0 , 468971.62, 322730.31, 4928.88, 3274.49, 0.00, -8.88, 8.88
173.8, 0.0 , 469464.50, 323057.69, 4928.88, 3273.60, 0.00, -8.88, 8.88
173.9, 0.0 , 469957.38, 323384.97, 4928.88, 3272.71, 0.00, -8.88, 8.88
174.0, 0.0 , 470450.25, 323712.16, 4928.88, 3271.83, 0.00, -8.88, 8.88
174.1, 0.0 , 470943.12, 324039.25, 4928.88, 3270.94, 0.00, -8.87, 8.87
174.2, 0.0 , 471436.00, 324366.25, 4928.88, 3270.05, 0.00, -8.87, 8.87
174.3, 0.0 , 471928.88, 324693.16, 4928.88, 3269.16, 0.00, -8.87, 8.87
174.4, 0.0 , 472421.75, 325019.97, 4928.88, 3268.28, 0.00, -8.87, 8.87
174.5, 0.0 , 472914.62, 325346.72, 4928.88, 3267.39, 0.00, -8.87, 8.87
174.6, 0.0 , 473407.50, 325673.38, 4928.88, 3266.50, 0.00, -8.87, 8.87
174.7, 0.0 , 473900.38, 325999.94, 4928.88, 3265.62, 0.00, -8.87, 8.87
174.8, 0.0 , 474393.25, 326326.41, 4928.88, 3264.73, 0.00, -8.87, 8.87
174.9, 0.0 , 474886.12, 326652.78, 4928.88, 3263.84, 0.00, -8.87, 8.87
175.0, 0.0 , 475379.00, 326979.06, 4928.88, 3262.96, 0.00, -8.87, 8.87
175.1, 0.0 , 475871.88, 327305.28, 4928.88, 3262.07, 0.00, -8.87, 8.87
175.2, 0.0 , 476364.75, 327631.41, 4928.88, 3261.18, 0.00, -8.86, 8.86
175.3, 0.0 , 476857.62, 327957.44, 4928.88, 3260.30, 0.00, -8.86, 8.86
175.4, 0.0 , 477350.50, 328283.38, 4928.88, 3259.41, 0.00, -8.86, 8.86
175.5, 0.0 , 477843.38, 328609.22, 4928.88, 3258.52, 0.00, -8.86, 8.86
175.6, 0.0 , 478336.25, 328934.97, 4928.88, 3257.64, 0.00, -8.86, 8.86
175.7, 0.0 , 478829.12, 329260.66, 4928.88, 3256.75, 0.00, -8.86, 8.86
175.8, 0.0 , 479322.00, 329586.25, 4928.88, 3255.87, 0.00, -8.86, 8.86
175.9, 0.0 , 479814.88, 329911.75, 4928.88, 3254.98, 0.00, -8.86, 8.86
176.0, 0.0 , 480307.75, 330237.16, 4928.88, 3254.09, 0.00, -8.86, 8.86
176.1, 0.0 , 480800.62, 330562.47, 4928.88, 3253.21, 0.00, -8.86, 8.86
176.2, 0.0 , 481293.50, 330887.69, 4928.88, 3252.32, 0.00, -8.86, 8.86
176.3, 0.0 , 481786.38, 331212.84, 4928.88, 3251.44, 0.00, -8.86, 8.86
176.4, 0.0 , 482279.25, 331537.91, 4928.88, 3250.55, 0.00, -8.85, 8.85
176.5, 0.0 , 482772.12, 331862.88, 4928.88, 3249.67, 0.00, -8.85, 8.85
176.6, 0.0 , 483265.00, 332187.75, 4928.88, 3248.78, 0.00, -8.85, 8.85
176.7, 0.0 , 483757.88, 332512.53, 4928.88, 3247.90, 0.00, -8.85, 8.85
176.8, 0.0 , 484250.75, 332837.22, 4928.88, 3247.01, 0.00, -8.85, 8.85
176.9, 0.0 , 484743.62, 333161.84, 4928.88, 3246.13, 0.00, -8.85, 8.85
177.0, 0.0 , 485236.50, 333486.38, 4928.88, 3245.24, 0.00, -8.85, 8.85
177.1, 0.0 , 485729.38, 333810.81, 4928.88, 3244.36, 0.00, -8.85, 8.85
177.2, 0.0 , 486222.25, 334135.16, 4928.88, 3243.47, 0.00, -8.85, 8.85
177.3, 0.0 , 486715.12, 334459.41, 4928.88, 3242.59, 0.00, -8.85, 8.85
177.4, 0.0 , 487208.00, 334783.56, 4928.88, 3241.70, 0.00, -8.85, 8.85
177.5, 0.0 , 487700.88, 335107.66, 4928.88, 3240.82, 0.00, -8.84, 8.84
177.6, 0.0 , 488193.75, 335431.66, 4928.88, 3239.93, 0.00, -8.84, 8.84
177.7, 0.0 , 488686.62, 335755.56, 4928.88, 3239.05, 0.00, -8.84, 8.84
177.8, 0.0 , 489179.50, 336079.38, 4928.88, 3238.16, 0.00, -8.84, 8.84
177.9, 0.0 , 489672.38, 336403.09, 4928.88, 3237.28, 0.00, -8.84, 8.84
178.0, 0.0 , 490165.25, 336726.72, 4928.88, 3236.40, 0.00, -8.84, 8.84
178.1, 0.0 , 490658.12, 337050.28, 4928.88, 3235.51, 0.00, -8.84, 8.84
178.2, 0.0 , 491151.00, 337373.75, 4928.88, 3234.63, 0.00, -8.84, 8.84
178.3, 0.0 , 491643.88, 337697.12, 4928.88, 3233.74, 0.00, -8.84, 8.84
178.4, 0.0 , 492136.75, 338020.41, 4928.88, 3232.86, 0.00, -8.84, 8.84
178.5, 0.0 , 492629.62, 338343.59, 4928.88, 3231.98, 0.00, -8.84, 8.84
178.6, 0.0 , 493122.50, 338666.69, 4928.88, 3231.09, 0.00, -8.84, 8.84
178.7, 0.0 , 493615.38, 338989.72, 4928.88, 3230.21, 0.00, -8.83, 8.83
178.8, 0.0 , 494108.25, 339312.66, 4928.88, 3229.33, 0.00, -8.83, 8.83
178.9, 0.0 , 494601.12, 339635.50, 4928.88, 3228.44, 0.00, -8.83, 8.83
179.0, 0.0 , 495094.00, 339958.25, 4928.88, 3227.56, 0.00, -8.83, 8.83
179.1, 0.0 , 495586.88, 340280.91, 4928.88, 3226.68, 0.00, -8.83, 8.83
179.2, 0.0 , 496079.75, 340603.50, 4928.88, 3225.79, 0.00, -8.83, 8.83
179.3, 0.0 , 496572.62, 340926.00, 4928.88, 3224.91, 0.00, -8.83, 8.83
179.4, 0.0 , 497065.50, 341248.41, 4928.88, 3224.03, 0.00, -8.83, 8.83
179.5, 0.0 , 497558.38, 341570.72, 4928.88, 3223.15, 0.00, -8.83, 8.83
179.6, 0.0 , 498051.25, 341892.94, 4928.88, 3222.26, 0.00, -8.83, 8.83
179.7, 0.0 , 498544.12, 342215.06, 4928.88, 3221.38, 0.00, -8.83, 8.83
179.8, 0.0 , 499037.00, 342537.12, 4928.88, 3220.50, 0.00, -8.83, 8.83
179.9, 0.0 , 499529.88, 342859.09, 4928.88, 3219.61, 0.00, -8.82, 8.82
180.0, 0.0 , 500022.75, 343180.97, 4928.88, 3218.73, 0.00, -8.82, 8.82
180.1, 0.0 , 500515.62, 343502.75, 4928.88, 3217.85, 0.00, -8.82, 8.82
180.2, 0.0 , 501008.50, 343824.44, 4928.88, 3216.97, 0.00, -8.82, 8.82
180.3, 0.0 , 501501.38, 344146.03, 4928.88, 3216.09, 0.00, -8.82, 8.82
180.4, 0.0 , 501994.25, 344467.56, 4928.88, 3215.20, 0.00, -8.82, 8.82
180.5, 0.0 , 502487.12, 344789.00, 4928.88, 3214.32, 0.00, -8.82, 8.82
180.6, 0.0 , 502980.00, 345110.34, 4928.88, 3213.44, 0.00, -8.82, 8.82
180.7, 0.0 , 503472.88, 345431.59, 4928.88, 3212.56, 0.00, -8.82, 8.82
180.8, 0.0 , 503965.75, 345752.75, 4928.88, 3211.68, 0.00, -8.82, 8.82
180.9, 0.0 , 504458.62, 346073.84, 4928.88, 3210.79, 0.00, -8.82, 8.82
181.0, 0.0 , 504951.50, 346394.84, 4928.88, 3209.91, 0.00, -8.82, 8.82
181.1, 0.0 , 505444.38, 346715.75, 4928.88, 3209.03, 0.00, -8.81, 8.81
181.2, 0.0 , 505937.25, 347036.56, 4928.88, 3208.15, 0.00, -8.81, 8.81
181.3, 0.0 , 506430.12, 347357.28, 4928.88, 3207.27, 0.00, -8.81, 8.81
181.4, 0.0 , 506923.00, 347677.91, 4928.88, 3206.39, 0.00, -8.81, 8.81
181.5, 0.0 , 507415.88, 347998.47, 4928.88, 3205.51, 0.00, -8.81, 8.81
181.6, 0.0 , 507908.75, 348318.94, 4928.88, 3204.63, 0.00, -8.81, 8.81
181.7, 0.0 , 508401.62, 348639.31, 4928.88, 3203.74, 0.00, -8.81, 8.81
181.8, 0.0 , 508894.50, 348959.59, 4928.88, 3202.86, 0.00, -8.81, 8.81
181.9, 0.0 , 509387.38, 349279.78, 4928.88, 3201.98, 0.00, -8.81, 8.81
182.0, 0.0 , 509880.25, 349599.91, 4928.88, 3201.10, 0.00, -8.81, 8.81
182.1, 0.0 , 510373.12, 349919.94, 4928.88, 3200.22, 0.00, -8.81, 8.81
182.2, 0.0 , 510866.00, 350239.88, 4928.88, 3199.34, 0.00, -8.81, 8.81
182.3, 0.0 , 511358.88, 350559.72, 4928.88, 3198.46, 0.00, -8.80, 8.80
182.4, 0.0 , 511851.75, 350879.47, 4928.88, 3197.58, 0.00, -8.80, 8.80
182.5, 0.0 , 512344.62, 351199.12, 4928.88, 3196.70, 0.00, -8.80, 8.80
182.6, 0.0 , 512837.50, 351518.72, 4928.88, 3195.82, 0.00, -8.80, 8.80
182.7, 0.0 , 513330.38, 351838.22, 4928.88, 3194.94, 0.00, -8.80, 8.80
182.8, 0.0 , 513823.25, 352157.62, 4928.88, 3194.06, 0.00, -8.80, 8.80
182.9, 0.0 , 514316.12, 352476.94, 4928.88, 3193.18, 0.00, -8.80, 8.80
183.0, 0.0 , 514809.00, 352796.16, 4928.88, 3192.30, 0.00, -8.80, 8.80
183.1, 0.0 , 515301.88, 353115.31, 4928.88, 3191.42, 0.00, -8.80, 8.80
183.2, 0.0 , 515794.75, 353434.38, 4928.88, 3190.54, 0.00, -8.80, 8.80
183.3, 0.0 , 516287.62, 353753.34, 4928.88, 3189.66, 0.00, -8.80, 8.80
183.4, 0.0 , 516780.50, 354072.22, 4928.88, 3188.78, 0.00, -8.80, 8.80
183.5, 0.0 , 517273.38, 354391.00, 4928.88, 3187.90, 0.00, -8.79, 8.79
183.6, 0.0 , 517766.25, 354709.69, 4928.88, 3187.02, 0.00, -8.79, 8.79
183.7, 0.0 , 518259.12, 355028.31, 4928.88, 3186.14, 0.00, -8.79, 8.79
183.8, 0.0 , 518752.00, 355346.84, 4928.88, 3185.26, 0.00, -8.79, 8.79
183.9, 0.0 , 519244.88, 355665.28, 4928.88, 3184.39, 0.00, -8.79, 8.79
184.0, 0.0 , 519737.75, 355983.62, 4928.88, 3183.51, 0.00, -8.79, 8.79
184.1, 0.0 , 520230.62, 356301.88, 4928.88, 3182.63, 0.00, -8.79, 8.79
184.2, 0.0 , 520723.50, 356620.06, 4928.88, 3181.75, 0.00, -8.79, 8.79
184.3, 0.0 , 521216.38, 356938.16, 4928.88, 3180.87, 0.00, -8.79, 8.79
184.4, 0.0 , 521709.25, 357256.16, 4928.88, 3179.99, 0.00, -8.79, 8.79
184.5, 0.0 , 522202.12, 357574.06, 4928.88, 3179.11, 0.00, -8.79, 8.79
184.6, 0.0 , 522695.00, 357891.88, 4928.88, 3178.23, 0.00, -8.79, 8.79
184.7, 0.0 , 523187.88, 358209.62, 4928.88, 3177.36, 0.00, -8.78, 8.78
184.8, 0.0 , 523680.75, 358527.28, 4928.88, 3176.48, 0.00, -8.78, 8.78
184.9, 0.0 , 524173.62, 358844.84, 4928.88, 3175.60, 0.00, -8.78, 8.78
185.0, 0.0 , 524666.50, 359162.31, 4928.88, 3174.72, 0.00, -8.78, 8.78
185.1, 0.0 , 525159.38, 359479.69, 4928.88, 3173.84, 0.00, -8.78, 8.78
185.2, 0.0 , 525652.25, 359796.97, 4928.88, 3172.96, 0.00, -8.78, 8.78
185.3, 0.0 , 526145.12, 360114.19, 4928.88, 3172.09, 0.00, -8.78, 8.78
185.4, 0.0 , 526638.00, 360431.31, 4928.88, 3171.21, 0.00, -8.78, 8.78
185.5, 0.0 , 527130.88, 360748.34, 4928.88, 3170.33, 0.00, -8.78, 8.78
185.6, 0.0 , 527623.75, 361065.28, 4928.88, 3169.45, 0.00, -8.78, 8.78
185.7, 0.0 , 528116.62, 361382.12, 4928.88, 3168.58, 0.00, -8.78, 8.78
185.8, 0.0 , 528609.50, 361698.91, 4928.88, 3167.70, 0.00, -8.78, 8.78
185.9, 0.0 , 529102.38, 362015.59, 4928.88, 3166.82, 0.00, -8.77, 8.77
186.0, 0.0 , 529595.25, 362332.19, 4928.88, 3165.94, 0.00, -8.77, 8.77
186.1, 0.0 , 530088.12, 362648.69, 4928.88, 3165.07, 0.00, -8.77, 8.77
186.2, 0.0 , 530581.00, 362965.09, 4928.88, 3164.19, 0.00, -8.77, 8.77
186.3, 0.0 , 531073.88, 363281.44, 4928.88, 3163.31, 0.00, -8.77, 8.77
186.4, 0.0 , 531566.75, 363597.69, 4928.88, 3162.43, 0.00, -8.77, 8.77
186.5, 0.0 , 532059.62, 363913.84, 4928.88, 3161.56, 0.00, -8.77, 8.77
186.6, 0.0 , 532552.50, 364229.91, 4928.88, 3160.68, 0.00, -8.77, 8.77
186.7, 0.0 , 533045.38, 364545.88, 4928.88, 3159.80, 0.00, -8.77, 8.77
186.8, 0.0 , 533538.25, 364861.78, 4928.88, 3158.93, 0.00, -8.77, 8.77
186.9, 0.0 , 534031.12, 365177.59, 4928.88, 3158.05, 0.00, -8.77, 8.77
187.0, 0.0 , 534524.00, 365493.31, 4928.88, 3157.17, 0.00, -8.77, 8.77
187.1, 0.0 , 535016.88, 365808.94, 4928.88, 3156.30, 0.00, -8.76, 8.76
187.2, 0.0 , 535509.75, 366124.47, 4928.88, 3155.42, 0.00, -8.76, 8.76
187.3, 0.0 , 536002.62, 366439.94, 4928.88, 3154.55, 0.00, -8.76, 8.76
187.4, 0.0 , 536495.50, 366755.31, 4928.88, 3153.67, 0.00, -8.76, 8.76
187.5, 0.0 , 536988.38, 367070.59, 4928.88, 3152.79, 0.00, -8.76, 8.76
187.6, 0.0 , 537481.25, 367385.78, 4928.88, 3151.92, 0.00, -8.76, 8.76
187.7, 0.0 , 537974.12, 367700.88, 4928.88, 3151.04, 0.00, -8.76, 8.76
187.8, 0.0 , 538467.00, 368015.91, 4928.88, 3150.16, 0.00, -8.76, 8.76
187.9, 0.0 , 538959.88, 368330.84, 4928.88, 3149.29, 0.00, -8.76, 8.76
188.0, 0.0 , 539452.75, 368645.69, 4928.88, 3148.41, 0.00, -8.76, 8.76
188.1, 0.0 , 539945.62, 368960.44, 4928.88, 3147.54, 0.00, -8.76, 8.76
188.2, 0.0 , 540438.50, 369275.09, 4928.88, 3146.66, 0.00, -8.76, 8.76
188.3, 0.0 , 540931.38, 369589.69, 4928.88, 3145.79, 0.00, -8.75, 8.75
188.4, 0.0 , 541424.25, 369904.19, 4928.88, 3144.91, 0.00, -8.75, 8.75
188.5, 0.0 , 541917.12, 370218.59, 4928.88, 3144.04, 0.00, -8.75, 8.75
188.6, 0.0 , 542410.00, 370532.91, 4928.88, 3143.16, 0.00, -8.75, 8.75
188.7, 0.0 , 542902.88, 370847.12, 4928.88, 3142.29, 0.00, -8.75, 8.75
188.8, 0.0 , 543395.75, 371161.28, 4928.88, 3141.41, 0.00, -8.75, 8.75
188.9, 0.0 , 543888.62, 371475.34, 4928.88, 3140.54, 0.00, -8.75, 8.75
