time, fuel, x, y, velocity_x, velocity_y, acceleration_x, acceleration_y, gravChange
0.0, 163767.0 , 0.19, 0.09, 1.89, 0.91, 18.89, 9.10, 9.80
0.1, 163634.0 , 0.57, 0.27, 3.78, 1.82, 18.91, 9.11, 9.80
0.2, 163501.0 , 1.13, 0.55, 5.67, 2.73, 18.92, 9.12, 9.80
0.3, 163368.0 , 1.89, 0.91, 7.57, 3.65, 18.93, 9.13, 9.80
0.4, 163235.0 , 2.84, 1.37, 9.46, 4.56, 18.94, 9.15, 9.80
0.5, 163102.0 , 3.97, 1.91, 11.36, 5.48, 18.96, 9.16, 9.80
0.6, 162969.0 , 5.30, 2.55, 13.25, 6.39, 18.97, 9.17, 9.80
0.7, 162836.0 , 6.81, 3.29, 15.15, 7.31, 18.98, 9.18, 9.80
0.8, 162703.0 , 8.52, 4.11, 17.05, 8.23, 19.00, 9.20, 9.80
0.9, 162570.0 , 10.41, 5.02, 18.95, 9.15, 19.01, 9.21, 9.80
1.0, 162437.0 , 12.50, 6.03, 20.85, 10.08, 19.02, 9.22, 9.80
1.1, 162304.0 , 14.77, 7.13, 22.76, 11.00, 19.03, 9.24, 9.80
1.2, 162171.0 , 17.24, 8.32, 24.66, 11.92, 19.05, 9.25, 9.80
1.3, 162038.0 , 19.90, 9.61, 26.57, 12.85, 19.06, 9.26, 9.80
1.4, 161905.0 , 22.74, 10.99, 28.47, 13.78, 19.07, 9.27, 9.80
1.5, 161772.0 , 25.78, 12.46, 30.38, 14.71, 19.09, 9.29, 9.80
1.6, 161639.0 , 29.01, 14.02, 32.29, 15.64, 19.10, 9.30, 9.80
1.7, 161506.0 , 32.43, 15.68, 34.20, 16.57, 19.11, 9.31, 9.80
1.8, 161373.0 , 36.04, 17.43, 36.12, 17.50, 19.12, 9.33, 9.80
1.9, 161240.0 , 39.85, 19.27, 38.03, 18.43, 19.14, 9.34, 9.80
2.0, 161107.0 , 43.84, 21.21, 39.95, 19.37, 19.15, 9.35, 9.80
2.1, 160974.0 , 48.03, 23.24, 41.86, 20.31, 19.16, 9.37, 9.80
2.2, 160841.0 , 52.41, 25.36, 43.78, 21.24, 19.18, 9.38, 9.80
2.3, 160708.0 , 56.98, 27.58, 45.70, 22.18, 19.19, 9.39, 9.80
2.4, 160575.0 , 61.74, 29.89, 47.62, 23.12, 19.20, 9.41, 9.80
2.5, 160442.0 , 66.69, 32.30, 49.54, 24.07, 19.22, 9.42, 9.80
2.6, 160309.0 , 71.84, 34.80, 51.46, 25.01, 19.23, 9.43, 9.80
2.7, 160176.0 , 77.18, 37.40, 53.39, 25.95, 19.24, 9.44, 9.80
2.8, 160043.0 , 82.71, 40.09, 55.31, 26.90, 19.26, 9.46, 9.80
2.9, 159910.0 , 88.43, 42.87, 57.24, 27.85, 19.27, 9.47, 9.80
3.0, 159777.0 , 94.35, 45.75, 59.17, 28.79, 19.28, 9.48, 9.80
3.1, 159644.0 , 100.46, 48.73, 61.10, 29.74, 19.30, 9.50, 9.80
3.2, 159511.0 , 106.76, 51.79, 63.03, 30.70, 19.31, 9.51, 9.80
3.3, 159378.0 , 113.26, 54.96, 64.96, 31.65, 19.32, 9.52, 9.80
3.4, 159245.0 , 119.95, 58.22, 66.89, 32.60, 19.34, 9.54, 9.80
3.5, 159112.0 , 126.83, 61.58, 68.83, 33.56, 19.35, 9.55, 9.80
3.6, 158979.0 , 133.91, 65.03, 70.77, 34.51, 19.36, 9.56, 9.80
3.7, 158846.0 , 141.18, 68.57, 72.70, 35.47, 19.37, 9.58, 9.80
3.8, 158713.0 , 148.64, 72.22, 74.64, 36.43, 19.39, 9.59, 9.80
3.9, 158580.0 , 156.30, 75.96, 76.58, 37.39, 19.40, 9.60, 9.80
4.0, 158447.0 , 164.15, 79.79, 78.52, 38.35, 19.42, 9.62, 9.80
4.1, 158314.0 , 172.20, 83.72, 80.47, 39.31, 19.43, 9.63, 9.80
4.2, 158181.0 , 180.44, 87.75, 82.41, 40.28, 19.44, 9.64, 9.80
4.3, 158048.0 , 188.87, 91.87, 84.36, 41.24, 19.46, 9.66, 9.80
4.4, 157915.0 , 197.50, 96.10, 86.30, 42.21, 19.47, 9.67, 9.80
4.5, 157782.0 , 206.33, 100.41, 88.25, 43.18, 19.48, 9.68, 9.80
4.6, 157649.0 , 215.35, 104.83, 90.20, 44.15, 19.50, 9.70, 9.80
4.7, 157516.0 , 224.56, 109.34, 92.15, 45.12, 19.51, 9.71, 9.80
4.8, 157383.0 , 233.98, 113.95, 94.10, 46.09, 19.52, 9.72, 9.80
4.9, 157250.0 , 243.58, 118.66, 96.06, 47.07, 19.54, 9.74, 9.80
5.0, 157117.0 , 253.38, 123.46, 98.01, 48.04, 19.55, 9.75, 9.80
5.1, 156984.0 , 263.38, 128.36, 99.97, 49.02, 19.56, 9.77, 9.80
5.2, 156851.0 , 273.57, 133.36, 101.93, 50.00, 19.58, 9.78, 9.80
5.3, 156718.0 , 283.96, 138.46, 103.89, 50.98, 19.59, 9.79, 9.80
5.4, 156585.0 , 294.54, 143.66, 105.85, 51.96, 19.60, 9.81, 9.80
5.5, 156452.0 , 305.33, 148.95, 107.81, 52.94, 19.62, 9.82, 9.80
5.6, 156319.0 , 316.30, 154.34, 109.77, 53.92, 19.63, 9.83, 9.80
5.7, 156186.0 , 327.48, 159.83, 111.74, 54.91, 19.65, 9.85, 9.80
5.8, 156053.0 , 338.85, 165.42, 113.70, 55.89, 19.66, 9.86, 9.80
5.9, 155920.0 , 350.41, 171.11, 115.67, 56.88, 19.67, 9.88, 9.80
6.0, 155787.0 , 362.18, 176.90, 117.64, 57.87, 19.69, 9.89, 9.80
6.1, 155654.0 , 374.14, 182.78, 119.61, 58.86, 19.70, 9.90, 9.80
6.2, 155521.0 , 386.30, 188.77, 121.58, 59.85, 19.71, 9.92, 9.80
6.3, 155388.0 , 398.65, 194.85, 123.55, 60.85, 19.73, 9.93, 9.80
6.4, 155255.0 , 411.20, 201.04, 125.53, 61.84, 19.74, 9.94, 9.80
6.5, 155122.0 , 423.95, 207.32, 127.50, 62.84, 19.76, 9.96, 9.80
6.6, 154989.0 , 436.90, 213.70, 129.48, 63.83, 19.77, 9.97, 9.80
6.7, 154856.0 , 450.05, 220.19, 131.46, 64.83, 19.78, 9.99, 9.80
6.8, 154723.0 , 463.39, 226.77, 133.44, 65.83, 19.80, 10.00, 9.80
6.9, 154590.0 , 476.93, 233.45, 135.42, 66.83, 19.81, 10.01, 9.80
7.0, 154457.0 , 490.67, 240.24, 137.40, 67.84, 19.83, 10.03, 9.80
7.1, 154324.0 , 504.61, 247.12, 139.39, 68.84, 19.84, 10.04, 9.80
7.2, 154191.0 , 518.75, 254.11, 141.37, 69.85, 19.85, 10.06, 9.80
7.3, 154058.0 , 533.08, 261.19, 143.36, 70.85, 19.87, 10.07, 9.80
7.4, 153925.0 , 547.62, 268.38, 145.35, 71.86, 19.88, 10.08, 9.80
7.5, 153792.0 , 562.35, 275.66, 147.34, 72.87, 19.90, 10.10, 9.80
7.6, 153659.0 , 577.29, 283.05, 149.33, 73.88, 19.91, 10.11, 9.80
7.7, 153526.0 , 592.42, 290.54, 151.32, 74.89, 19.92, 10.13, 9.80
7.8, 153393.0 , 607.75, 298.13, 153.31, 75.91, 19.94, 10.14, 9.80
7.9, 153260.0 , 623.28, 305.83, 155.31, 76.92, 19.95, 10.15, 9.80
8.0, 153127.0 , 639.01, 313.62, 157.30, 77.94, 19.97, 10.17, 9.80
8.1, 152994.0 , 654.94, 321.52, 159.30, 78.96, 19.98, 10.18, 9.80
8.2, 152861.0 , 671.07, 329.51, 161.30, 79.98, 20.00, 10.20, 9.80
8.3, 152728.0 , 687.40, 337.61, 163.30, 81.00, 20.01, 10.21, 9.80
8.4, 152595.0 , 703.93, 345.82, 165.31, 82.02, 20.02, 10.23, 9.80
8.5, 152462.0 , 720.66, 354.12, 167.31, 83.05, 20.04, 10.24, 9.80
8.6, 152329.0 , 737.59, 362.53, 169.31, 84.07, 20.05, 10.25, 9.80
8.7, 152196.0 , 754.73, 371.04, 171.32, 85.10, 20.07, 10.27, 9.80
8.8, 152063.0 , 772.06, 379.65, 173.33, 86.13, 20.08, 10.28, 9.80
8.9, 151930.0 , 789.59, 388.36, 175.34, 87.16, 20.10, 10.30, 9.80
9.0, 151797.0 , 807.33, 397.18, 177.35, 88.19, 20.11, 10.31, 9.80
9.1, 151664.0 , 825.26, 406.11, 179.36, 89.22, 20.12, 10.33, 9.80
9.2, 151531.0 , 843.40, 415.13, 181.38, 90.25, 20.14, 10.34, 9.80
9.3, 151398.0 , 861.74, 424.26, 183.39, 91.29, 20.15, 10.35, 9.80
9.4, 151265.0 , 880.28, 433.49, 185.41, 92.33, 20.17, 10.37, 9.80
9.5, 151132.0 , 899.02, 442.83, 187.43, 93.36, 20.18, 10.38, 9.80
9.6, 150999.0 , 917.97, 452.27, 189.45, 94.40, 20.20, 10.40, 9.80
9.7, 150866.0 , 937.12, 461.81, 191.47, 95.45, 20.21, 10.41, 9.80
9.8, 150733.0 , 956.46, 471.46, 193.49, 96.49, 20.23, 10.43, 9.80
9.9, 150600.0 , 976.02, 481.22, 195.51, 97.53, 20.24, 10.44, 9.80
10.0, 150467.0 , 995.77, 491.07, 197.54, 98.58, 20.26, 10.46, 9.80
10.1, 150334.0 , 1015.73, 501.04, 199.57, 99.63, 20.27, 10.47, 9.80
10.2, 150201.0 , 1035.89, 511.10, 201.59, 100.67, 20.28, 10.49, 9.80
10.3, 150068.0 , 1056.25, 521.28, 203.62, 101.72, 20.30, 10.50, 9.80
10.4, 149935.0 , 1076.81, 531.55, 205.66, 102.78, 20.31, 10.52, 9.80
10.5, 149802.0 , 1097.58, 541.94, 207.69, 103.83, 20.33, 10.53, 9.80
10.6, 149669.0 , 1118.56, 552.43, 209.72, 104.88, 20.34, 10.54, 9.80
10.7, 149536.0 , 1139.73, 563.02, 211.76, 105.94, 20.36, 10.56, 9.80
10.8, 149403.0 , 1161.11, 573.72, 213.80, 107.00, 20.37, 10.57, 9.80
10.9, 149270.0 , 1182.69, 584.52, 215.84, 108.06, 20.39, 10.59, 9.80
11.0, 149137.0 , 1204.48, 595.44, 217.88, 109.12, 20.40, 10.60, 9.80
11.1, 149004.0 , 1226.47, 606.45, 219.92, 110.18, 20.42, 10.62, 9.80
11.2, 148871.0 , 1248.67, 617.58, 221.96, 111.24, 20.43, 10.63, 9.80
11.3, 148738.0 , 1271.07, 628.81, 224.01, 112.31, 20.45, 10.65, 9.80
11.4, 148605.0 , 1293.68, 640.15, 226.05, 113.37, 20.46, 10.66, 9.80
11.5, 148472.0 , 1316.49, 651.59, 228.10, 114.44, 20.48, 10.68, 9.80
11.6, 148339.0 , 1339.50, 663.14, 230.15, 115.51, 20.49, 10.69, 9.80
11.7, 148206.0 , 1362.72, 674.80, 232.20, 116.58, 20.51, 10.71, 9.80
11.8, 148073.0 , 1386.14, 686.56, 234.25, 117.65, 20.52, 10.72, 9.80
11.9, 147940.0 , 1409.78, 698.44, 236.30, 118.73, 20.54, 10.74, 9.80
12.0, 147807.0 , 1433.61, 710.42, 238.36, 119.80, 20.55, 10.75, 9.80
12.1, 147674.0 , 1457.65, 722.50, 240.42, 120.88, 20.57, 10.77, 9.80
12.2, 147541.0 , 1481.90, 734.70, 242.47, 121.96, 20.58, 10.78, 9.80
12.3, 147408.0 , 1506.35, 747.00, 244.53, 123.04, 20.60, 10.80, 9.80
12.4, 147275.0 , 1531.01, 759.42, 246.60, 124.12, 20.61, 10.81, 9.80
12.5, 147142.0 , 1555.88, 771.94, 248.66, 125.20, 20.63, 10.83, 9.80
12.6, 147009.0 , 1580.95, 784.56, 250.72, 126.29, 20.64, 10.84, 9.80
12.7, 146876.0 , 1606.23, 797.30, 252.79, 127.37, 20.66, 10.86, 9.80
12.8, 146743.0 , 1631.72, 810.15, 254.86, 128.46, 20.67, 10.87, 9.80
12.9, 146610.0 , 1657.41, 823.10, 256.92, 129.55, 20.69, 10.89, 9.80
13.0, 146477.0 , 1683.31, 836.17, 259.00, 130.64, 20.70, 10.90, 9.80
13.1, 146344.0 , 1709.41, 849.34, 261.07, 131.73, 20.72, 10.92, 9.80
13.2, 146211.0 , 1735.73, 862.62, 263.14, 132.82, 20.73, 10.94, 9.80
13.3, 146078.0 , 1762.25, 876.01, 265.22, 133.92, 20.75, 10.95, 9.80
13.4, 145945.0 , 1788.98, 889.51, 267.29, 135.01, 20.76, 10.97, 9.80
13.5, 145812.0 , 1815.92, 903.13, 269.37, 136.11, 20.78, 10.98, 9.80
13.6, 145679.0 , 1843.06, 916.85, 271.45, 137.21, 20.80, 11.00, 9.80
13.7, 145546.0 , 1870.41, 930.68, 273.53, 138.31, 20.81, 11.01, 9.80
13.8, 145413.0 , 1897.98, 944.62, 275.61, 139.42, 20.83, 11.03, 9.80
13.9, 145280.0 , 1925.75, 958.67, 277.70, 140.52, 20.84, 11.04, 9.79
14.0, 145147.0 , 1953.72, 972.83, 279.78, 141.63, 20.86, 11.06, 9.79
14.1, 145014.0 , 1981.91, 987.11, 281.87, 142.73, 20.87, 11.07, 9.79
14.2, 144881.0 , 2010.31, 1001.49, 283.96, 143.84, 20.89, 11.09, 9.79
14.3, 144748.0 , 2038.91, 1015.99, 286.05, 144.95, 20.90, 11.11, 9.79
14.4, 144615.0 , 2067.73, 1030.59, 288.14, 146.07, 20.92, 11.12, 9.79
14.5, 144482.0 , 2096.75, 1045.31, 290.24, 147.18, 20.94, 11.14, 9.79
14.6, 144349.0 , 2125.98, 1060.14, 292.33, 148.29, 20.95, 11.15, 9.79
14.7, 144216.0 , 2155.43, 1075.08, 294.43, 149.41, 20.97, 11.17, 9.79
14.8, 144083.0 , 2185.08, 1090.14, 296.53, 150.53, 20.98, 11.18, 9.79
14.9, 143950.0 , 2214.94, 1105.30, 298.63, 151.65, 21.00, 11.20, 9.79
15.0, 143817.0 , 2245.01, 1120.58, 300.73, 152.77, 21.01, 11.21, 9.79
15.1, 143684.0 , 2275.30, 1135.97, 302.83, 153.89, 21.03, 11.23, 9.79
15.2, 143551.0 , 2305.79, 1151.47, 304.93, 155.02, 21.05, 11.25, 9.79
15.3, 143418.0 , 2336.49, 1167.08, 307.04, 156.14, 21.06, 11.26, 9.79
15.4, 143285.0 , 2367.41, 1182.81, 309.15, 157.27, 21.08, 11.28, 9.79
15.5, 143152.0 , 2398.53, 1198.65, 311.26, 158.40, 21.09, 11.29, 9.79
15.6, 143019.0 , 2429.87, 1214.60, 313.37, 159.53, 21.11, 11.31, 9.79
15.7, 142886.0 , 2461.42, 1230.67, 315.48, 160.67, 21.12, 11.33, 9.79
15.8, 142753.0 , 2493.18, 1246.85, 317.59, 161.80, 21.14, 11.34, 9.79
15.9, 142620.0 , 2525.15, 1263.14, 319.71, 162.94, 21.16, 11.36, 9.79
16.0, 142487.0 , 2557.33, 1279.55, 321.83, 164.07, 21.17, 11.37, 9.79
16.1, 142354.0 , 2589.73, 1296.07, 323.95, 165.21, 21.19, 11.39, 9.79
16.2, 142221.0 , 2622.33, 1312.71, 326.07, 166.35, 21.20, 11.41, 9.79
16.3, 142088.0 , 2655.15, 1329.46, 328.19, 167.49, 21.22, 11.42, 9.79
16.4, 141955.0 , 2688.18, 1346.32, 330.31, 168.64, 21.24, 11.44, 9.79
16.5, 141822.0 , 2721.43, 1363.30, 332.44, 169.78, 21.25, 11.45, 9.79
16.6, 141689.0 , 2754.88, 1380.39, 334.57, 170.93, 21.27, 11.47, 9.79
16.7, 141556.0 , 2788.55, 1397.60, 336.69, 172.08, 21.29, 11.49, 9.79
16.8, 141423.0 , 2822.44, 1414.92, 338.82, 173.23, 21.30, 11.50, 9.79
16.9, 141290.0 , 2856.53, 1432.36, 340.96, 174.38, 21.32, 11.52, 9.79
17.0, 141157.0 , 2890.84, 1449.91, 343.09, 175.53, 21.33, 11.53, 9.79
17.1, 141024.0 , 2925.36, 1467.58, 345.22, 176.69, 21.35, 11.55, 9.79
17.2, 140891.0 , 2960.10, 1485.37, 347.36, 177.85, 21.37, 11.57, 9.79
17.3, 140758.0 , 2995.05, 1503.27, 349.50, 179.00, 21.38, 11.58, 9.79
17.4, 140625.0 , 3030.21, 1521.29, 351.64, 180.16, 21.40, 11.60, 9.79
17.5, 140492.0 , 3065.59, 1539.42, 353.78, 181.33, 21.42, 11.62, 9.79
17.6, 140359.0 , 3101.18, 1557.67, 355.92, 182.49, 21.43, 11.63, 9.79
17.7, 140226.0 , 3136.99, 1576.03, 358.07, 183.65, 21.45, 11.65, 9.79
17.8, 140093.0 , 3173.01, 1594.51, 360.21, 184.82, 21.46, 11.66, 9.79
17.9, 139960.0 , 3209.25, 1613.11, 362.36, 185.99, 21.48, 11.68, 9.79
18.0, 139827.0 , 3245.70, 1631.83, 364.51, 187.16, 21.50, 11.70, 9.79
18.1, 139694.0 , 3282.37, 1650.66, 366.66, 188.33, 21.51, 11.71, 9.79
18.2, 139561.0 , 3319.25, 1669.61, 368.82, 189.50, 21.53, 11.73, 9.79
18.3, 139428.0 , 3356.34, 1688.68, 370.97, 190.68, 21.55, 11.75, 9.79
18.4, 139295.0 , 3393.66, 1707.87, 373.13, 191.85, 21.56, 11.76, 9.79
18.5, 139162.0 , 3431.19, 1727.17, 375.29, 193.03, 21.58, 11.78, 9.79
18.6, 139029.0 , 3468.93, 1746.59, 377.45, 194.21, 21.60, 11.80, 9.79
18.7, 138896.0 , 3506.89, 1766.13, 379.61, 195.39, 21.61, 11.81, 9.79
18.8, 138763.0 , 3545.07, 1785.79, 381.77, 196.58, 21.63, 11.83, 9.79
18.9, 138630.0 , 3583.46, 1805.56, 383.93, 197.76, 21.65, 11.85, 9.79
19.0, 138497.0 , 3622.07, 1825.46, 386.10, 198.95, 21.66, 11.86, 9.79
19.1, 138364.0 , 3660.90, 1845.47, 388.27, 200.14, 21.68, 11.88, 9.79
19.2, 138231.0 , 3699.94, 1865.60, 390.44, 201.33, 21.70, 11.90, 9.79
19.3, 138098.0 , 3739.20, 1885.86, 392.61, 202.52, 21.71, 11.91, 9.79
19.4, 137965.0 , 3778.68, 1906.23, 394.78, 203.71, 21.73, 11.93, 9.79
19.5, 137832.0 , 3818.38, 1926.72, 396.96, 204.90, 21.75, 11.95, 9.79
19.6, 137699.0 , 3858.29, 1947.33, 399.13, 206.10, 21.76, 11.96, 9.79
19.7, 137566.0 , 3898.42, 1968.06, 401.31, 207.30, 21.78, 11.98, 9.79
19.8, 137433.0 , 3938.77, 1988.91, 403.49, 208.50, 21.80, 12.00, 9.79
19.9, 137300.0 , 3979.34, 2009.88, 405.67, 209.70, 21.82, 12.02, 9.79
20.0, 137167.0 , 4020.12, 2030.97, 407.86, 210.90, 21.83, 12.03, 9.79
20.1, 137034.0 , 4061.13, 2052.18, 410.04, 212.11, 21.85, 12.05, 9.79
20.2, 136901.0 , 4102.35, 2073.51, 412.23, 213.32, 21.87, 12.07, 9.79
20.3, 136768.0 , 4143.79, 2094.96, 414.42, 214.52, 21.88, 12.08, 9.79
20.4, 136635.0 , 4185.45, 2116.54, 416.61, 215.73, 21.90, 12.10, 9.79
20.5, 136502.0 , 4227.33, 2138.23, 418.80, 216.95, 21.92, 12.12, 9.79
20.6, 136369.0 , 4269.43, 2160.05, 420.99, 218.16, 21.93, 12.14, 9.79
20.7, 136236.0 , 4311.75, 2181.98, 423.19, 219.37, 21.95, 12.15, 9.79
20.8, 136103.0 , 4354.29, 2204.04, 425.38, 220.59, 21.97, 12.17, 9.79
20.9, 135970.0 , 4397.05, 2226.22, 427.58, 221.81, 21.99, 12.19, 9.79
21.0, 135837.0 , 4440.03, 2248.53, 429.78, 223.03, 22.00, 12.20, 9.79
21.1, 135704.0 , 4483.23, 2270.95, 431.99, 224.25, 22.02, 12.22, 9.79
21.2, 135571.0 , 4526.65, 2293.50, 434.19, 225.48, 22.04, 12.24, 9.79
21.3, 135438.0 , 4570.28, 2316.17, 436.40, 226.70, 22.06, 12.26, 9.79
21.4, 135305.0 , 4614.15, 2338.96, 438.60, 227.93, 22.07, 12.27, 9.79
21.5, 135172.0 , 4658.23, 2361.88, 440.81, 229.16, 22.09, 12.29, 9.79
21.6, 135039.0 , 4702.53, 2384.92, 443.02, 230.39, 22.11, 12.31, 9.79
21.7, 134906.0 , 4747.05, 2408.08, 445.24, 231.62, 22.13, 12.33, 9.79
21.8, 134773.0 , 4791.80, 2431.36, 447.45, 232.86, 22.14, 12.34, 9.79
21.9, 134640.0 , 4836.76, 2454.77, 449.67, 234.09, 22.16, 12.36, 9.79
22.0, 134507.0 , 4881.95, 2478.31, 451.88, 235.33, 22.18, 12.38, 9.79
22.1, 134374.0 , 4927.36, 2501.96, 454.10, 236.57, 22.20, 12.40, 9.79
22.2, 134241.0 , 4972.99, 2525.74, 456.32, 237.81, 22.21, 12.41, 9.79
22.3, 134108.0 , 5018.85, 2549.65, 458.55, 239.05, 22.23, 12.43, 9.79
22.4, 133975.0 , 5064.93, 2573.68, 460.77, 240.30, 22.25, 12.45, 9.79
22.5, 133842.0 , 5111.23, 2597.83, 463.00, 241.55, 22.27, 12.47, 9.79
22.6, 133709.0 , 5157.75, 2622.11, 465.23, 242.79, 22.28, 12.48, 9.79
22.7, 133576.0 , 5204.49, 2646.52, 467.46, 244.04, 22.30, 12.50, 9.79
22.8, 133443.0 , 5251.46, 2671.05, 469.69, 245.30, 22.32, 12.52, 9.79
22.9, 133310.0 , 5298.65, 2695.70, 471.92, 246.55, 22.34, 12.54, 9.79
23.0, 133177.0 , 5346.07, 2720.48, 474.16, 247.80, 22.35, 12.55, 9.79
23.1, 133044.0 , 5393.71, 2745.39, 476.40, 249.06, 22.37, 12.57, 9.79
23.2, 132911.0 , 5441.57, 2770.42, 478.63, 250.32, 22.39, 12.59, 9.79
23.3, 132778.0 , 5489.66, 2795.58, 480.88, 251.58, 22.41, 12.61, 9.79
23.4, 132645.0 , 5537.97, 2820.86, 483.12, 252.84, 22.43, 12.63, 9.79
23.5, 132512.0 , 5586.51, 2846.28, 485.36, 254.11, 22.44, 12.64, 9.79
23.6, 132379.0 , 5635.27, 2871.81, 487.61, 255.38, 22.46, 12.66, 9.79
23.7, 132246.0 , 5684.26, 2897.48, 489.86, 256.64, 22.48, 12.68, 9.79
23.8, 132113.0 , 5733.47, 2923.27, 492.11, 257.91, 22.50, 12.70, 9.79
23.9, 131980.0 , 5782.90, 2949.19, 494.36, 259.18, 22.52, 12.72, 9.79
24.0, 131847.0 , 5832.56, 2975.23, 496.61, 260.46, 22.53, 12.73, 9.79
24.1, 131714.0 , 5882.45, 3001.41, 498.87, 261.73, 22.55, 12.75, 9.79
24.2, 131581.0 , 5932.56, 3027.71, 501.12, 263.01, 22.57, 12.77, 9.79
24.3, 131448.0 , 5982.90, 3054.14, 503.38, 264.29, 22.59, 12.79, 9.79
24.4, 131315.0 , 6033.46, 3080.69, 505.64, 265.57, 22.61, 12.81, 9.79
24.5, 131182.0 , 6084.26, 3107.38, 507.91, 266.85, 22.63, 12.83, 9.79
24.6, 131049.0 , 6135.27, 3134.19, 510.17, 268.14, 22.64, 12.84, 9.79
24.7, 130916.0 , 6186.52, 3161.13, 512.44, 269.42, 22.66, 12.86, 9.79
24.8, 130783.0 , 6237.99, 3188.21, 514.70, 270.71, 22.68, 12.88, 9.79
24.9, 130650.0 , 6289.68, 3215.41, 516.97, 272.00, 22.70, 12.90, 9.79
25.0, 130517.0 , 6341.61, 3242.74, 519.25, 273.29, 22.72, 12.92, 9.79
25.1, 130384.0 , 6393.76, 3270.19, 521.52, 274.59, 22.74, 12.94, 9.79
25.2, 130251.0 , 6446.14, 3297.78, 523.79, 275.88, 22.75, 12.95, 9.79
25.3, 130118.0 , 6498.75, 3325.50, 526.07, 277.18, 22.77, 12.97, 9.79
25.4, 129985.0 , 6551.58, 3353.35, 528.35, 278.48, 22.79, 12.99, 9.79
25.5, 129852.0 , 6604.65, 3381.33, 530.63, 279.78, 22.81, 13.01, 9.79
25.6, 129719.0 , 6657.94, 3409.43, 532.91, 281.08, 22.83, 13.03, 9.79
25.7, 129586.0 , 6711.46, 3437.67, 535.20, 282.39, 22.85, 13.05, 9.79
25.8, 129453.0 , 6765.21, 3466.04, 537.49, 283.69, 22.86, 13.07, 9.79
25.9, 129320.0 , 6819.18, 3494.54, 539.77, 285.00, 22.88, 13.08, 9.79
26.0, 129187.0 , 6873.39, 3523.17, 542.06, 286.31, 22.90, 13.10, 9.79
26.1, 129054.0 , 6927.82, 3551.94, 544.36, 287.62, 22.92, 13.12, 9.79
26.2, 128921.0 , 6982.49, 3580.83, 546.65, 288.94, 22.94, 13.14, 9.79
26.3, 128788.0 , 7037.38, 3609.86, 548.95, 290.25, 22.96, 13.16, 9.79
26.4, 128655.0 , 7092.51, 3639.01, 551.24, 291.57, 22.98, 13.18, 9.79
26.5, 128522.0 , 7147.86, 3668.30, 553.54, 292.89, 23.00, 13.20, 9.79
26.6, 128389.0 , 7203.45, 3697.72, 555.85, 294.21, 23.01, 13.22, 9.79
26.7, 128256.0 , 7259.26, 3727.28, 558.15, 295.54, 23.03, 13.23, 9.79
26.8, 128123.0 , 7315.31, 3756.96, 560.45, 296.86, 23.05, 13.25, 9.79
26.9, 127990.0 , 7371.58, 3786.78, 562.76, 298.19, 23.07, 13.27, 9.79
27.0, 127857.0 , 7428.09, 3816.73, 565.07, 299.52, 23.09, 13.29, 9.79
27.1, 127724.0 , 7484.83, 3846.82, 567.38, 300.85, 23.11, 13.31, 9.79
27.2, 127591.0 , 7541.80, 3877.04, 569.69, 302.18, 23.13, 13.33, 9.79
27.3, 127458.0 , 7599.00, 3907.39, 572.01, 303.52, 23.15, 13.35, 9.79
27.4, 127325.0 , 7656.43, 3937.87, 574.33, 304.85, 23.17, 13.37, 9.79
27.5, 127192.0 , 7714.10, 3968.49, 576.64, 306.19, 23.19, 13.39, 9.79
27.6, 127059.0 , 7771.99, 3999.25, 578.96, 307.53, 23.21, 13.41, 9.79
27.7, 126926.0 , 7830.12, 4030.13, 581.29, 308.88, 23.22, 13.43, 9.79
27.8, 126793.0 , 7888.48, 4061.16, 583.61, 310.22, 23.24, 13.44, 9.79
27.9, 126660.0 , 7947.08, 4092.31, 585.94, 311.57, 23.26, 13.46, 9.79
28.0, 126527.0 , 8005.90, 4123.60, 588.27, 312.91, 23.28, 13.48, 9.79
28.1, 126394.0 , 8064.96, 4155.03, 590.60, 314.26, 23.30, 13.50, 9.79
28.2, 126261.0 , 8124.26, 4186.59, 592.93, 315.62, 23.32, 13.52, 9.79
28.3, 126128.0 , 8183.78, 4218.29, 595.26, 316.97, 23.34, 13.54, 9.79
28.4, 125995.0 , 8243.54, 4250.12, 597.60, 318.33, 23.36, 13.56, 9.78
28.5, 125862.0 , 8303.54, 4282.09, 599.94, 319.69, 23.38, 13.58, 9.78
28.6, 125729.0 , 8363.76, 4314.19, 602.28, 321.05, 23.40, 13.60, 9.78
28.7, 125596.0 , 8424.22, 4346.44, 604.62, 322.41, 23.42, 13.62, 9.78
28.8, 125463.0 , 8484.92, 4378.81, 606.96, 323.77, 23.44, 13.64, 9.78
28.9, 125330.0 , 8545.85, 4411.33, 609.31, 325.14, 23.46, 13.66, 9.78
29.0, 125197.0 , 8607.02, 4443.98, 611.65, 326.50, 23.48, 13.68, 9.78
29.1, 125064.0 , 8668.42, 4476.76, 614.00, 327.87, 23.50, 13.70, 9.78
29.2, 124931.0 , 8730.05, 4509.69, 616.36, 329.25, 23.52, 13.72, 9.78
29.3, 124798.0 , 8791.92, 4542.75, 618.71, 330.62, 23.54, 13.74, 9.78
29.4, 124665.0 , 8854.03, 4575.95, 621.07, 332.00, 23.56, 13.76, 9.78
